NG feed,NG fuel,Water,Air,PSA recovery,H2,Efficiency
38.07504,1.3319316,128.9881194,268.8,77,132.3,73.3
38.07504,1.3319316,128.9881194,268.8,75,128.9,71.4
38.07504,1.3319316,128.9881194,268.8,73,125.4,69.5
38.07504,1.3319316,128.9881194,268.8,71,122,67.6
38.07504,1.3666716,128.9881194,268.8,85,146,80.8
38.07504,1.3666716,128.9881194,268.8,83,142.6,78.9
38.07504,1.3666716,128.9881194,268.8,81,139.2,77
38.07504,1.3666716,128.9881194,268.8,79,135.7,75.1
38.07504,1.3666716,128.9881194,268.8,77,132.3,73.2
38.07504,1.3666716,128.9881194,268.8,75,128.9,71.3
38.07504,1.3666716,128.9881194,268.8,73,125.4,69.4
38.07504,1.3666716,128.9881194,268.8,71,122,67.5
38.07504,1.4014116,128.9881194,268.8,85,146,80.7
38.07504,1.4014116,128.9881194,268.8,83,142.6,78.8
38.07504,1.4014116,128.9881194,268.8,81,139.2,77
38.07504,1.4014116,128.9881194,268.8,79,135.7,75
38.07504,1.4014116,128.9881194,268.8,77,132.3,73.2
38.07504,1.4014116,128.9881194,268.8,75,128.9,71.3
38.07504,1.4014116,128.9881194,268.8,73,125.4,69.3
38.07504,1.4014116,128.9881194,268.8,71,122,67.5
38.07504,1.4361516,128.9881194,268.8,85,146,80.7
38.07504,1.4361516,128.9881194,268.8,83,142.6,78.8
38.07504,1.4361516,128.9881194,268.8,81,139.2,76.9
38.07504,1.4361516,128.9881194,268.8,79,135.7,75
38.07504,1.4361516,128.9881194,268.8,77,132.3,73.1
38.07504,1.4361516,128.9881194,268.8,75,128.9,71.2
38.07504,1.4361516,128.9881194,268.8,73,125.4,69.3
38.07504,1.4361516,128.9881194,268.8,71,122,67.4
38.07504,1.1929716,128.9881194,273.28,85,146,81.2
38.07504,1.1929716,128.9881194,273.28,83,142.6,79.3
38.07504,1.1929716,128.9881194,273.28,81,139.2,77.4
38.07504,1.1929716,128.9881194,273.28,79,135.7,75.4
38.07504,1.1929716,128.9881194,273.28,77,132.3,73.5
38.07504,1.1929716,128.9881194,273.28,75,128.9,71.6
38.07504,1.1929716,128.9881194,273.28,73,125.4,69.7
38.07504,1.1929716,128.9881194,273.28,71,122,67.8
38.07504,1.2277116,128.9881194,273.28,85,146,81.1
38.07504,1.2277116,128.9881194,273.28,83,142.6,79.2
38.07504,1.2277116,128.9881194,273.28,81,139.2,77.3
38.07504,1.2277116,128.9881194,273.28,79,135.7,75.4
38.07504,1.2277116,128.9881194,273.28,77,132.3,73.5
38.07504,1.2277116,128.9881194,273.28,75,128.9,71.6
38.07504,1.2277116,128.9881194,273.28,73,125.4,69.6
38.07504,1.2277116,128.9881194,273.28,71,122,67.8
38.07504,1.2624516,128.9881194,273.28,85,146,81
38.07504,1.2624516,128.9881194,273.28,83,142.6,79.1
38.07504,1.2624516,128.9881194,273.28,81,139.2,77.2
38.07504,1.2624516,128.9881194,273.28,79,135.7,75.3
38.07504,1.2624516,128.9881194,273.28,77,132.3,73.4
38.07504,1.2624516,128.9881194,273.28,75,128.9,71.5
38.07504,1.2624516,128.9881194,273.28,73,125.4,69.6
38.07504,1.2624516,128.9881194,273.28,71,122,67.7
38.07504,1.2971916,128.9881194,273.28,85,146,80.9
38.07504,1.2971916,128.9881194,273.28,83,142.6,79.1
38.07504,1.2971916,128.9881194,273.28,81,139.2,77.2
38.07504,1.2971916,128.9881194,273.28,79,135.7,75.2
38.07504,1.2971916,128.9881194,273.28,77,132.3,73.3
38.07504,1.2971916,128.9881194,273.28,75,128.9,71.5
38.07504,1.2971916,128.9881194,273.28,73,125.4,69.5
38.07504,1.2971916,128.9881194,273.28,71,122,67.6
38.07504,1.3319316,128.9881194,273.28,85,146,80.9
38.07504,1.3319316,128.9881194,273.28,83,142.6,79
38.07504,1.3319316,128.9881194,273.28,81,139.2,77.1
38.07504,1.3319316,128.9881194,273.28,79,135.7,75.2
38.07504,1.3319316,128.9881194,273.28,77,132.3,73.3
38.07504,1.3319316,128.9881194,273.28,75,128.9,71.4
38.07504,1.3319316,128.9881194,273.28,73,125.4,69.5
38.07504,1.3319316,128.9881194,273.28,71,122,67.6
38.07504,1.3666716,128.9881194,273.28,85,146,80.8
38.07504,1.3666716,128.9881194,273.28,83,142.6,78.9
38.07504,1.3666716,128.9881194,273.28,81,139.2,77
38.07504,1.3666716,128.9881194,273.28,79,135.7,75.1
38.07504,1.3666716,128.9881194,273.28,77,132.3,73.2
38.07504,1.3666716,128.9881194,273.28,75,128.9,71.3
38.07504,1.3666716,128.9881194,273.28,73,125.4,69.4
38.07504,1.3666716,128.9881194,273.28,71,122,67.5
38.07504,1.4014116,128.9881194,273.28,85,146,80.7
38.07504,1.4014116,128.9881194,273.28,83,142.6,78.8
38.07504,1.4014116,128.9881194,273.28,81,139.2,77
38.07504,1.4014116,128.9881194,273.28,79,135.7,75
38.07504,1.4014116,128.9881194,273.28,77,132.3,73.2
38.07504,1.4014116,128.9881194,273.28,75,128.9,71.3
38.07504,1.4014116,128.9881194,273.28,73,125.4,69.3
38.07504,1.4014116,128.9881194,273.28,71,122,67.5
38.07504,1.4361516,128.9881194,273.28,85,146,80.7
38.07504,1.4361516,128.9881194,273.28,83,142.6,78.8
38.07504,1.4361516,128.9881194,273.28,81,139.2,76.9
38.07504,1.4361516,128.9881194,273.28,79,135.7,75
38.07504,1.4361516,128.9881194,273.28,77,132.3,73.1
38.07504,1.4361516,128.9881194,273.28,75,128.9,71.2
38.07504,1.4361516,128.9881194,273.28,73,125.4,69.3
38.07504,1.4361516,128.9881194,273.28,71,122,67.4
38.07504,1.1929716,128.9881194,277.76,85,146,81.2
38.07504,1.1929716,128.9881194,277.76,83,142.6,79.3
38.07504,1.1929716,128.9881194,277.76,81,139.2,77.4
38.07504,1.1929716,128.9881194,277.76,79,135.7,75.4
38.07504,1.1929716,128.9881194,277.76,77,132.3,73.5
38.07504,1.1929716,128.9881194,277.76,75,128.9,71.6
38.07504,1.1929716,128.9881194,277.76,73,125.4,69.7
38.07504,1.1929716,128.9881194,277.76,71,122,67.8
38.07504,1.2277116,128.9881194,277.76,85,146,81.1
38.07504,1.2277116,128.9881194,277.76,83,142.6,79.2
38.07504,1.2277116,128.9881194,277.76,81,139.2,77.3
38.07504,1.2277116,128.9881194,277.76,79,135.7,75.4
38.07504,1.2277116,128.9881194,277.76,77,132.3,73.5
38.07504,1.2277116,128.9881194,277.76,75,128.9,71.6
38.07504,1.2277116,128.9881194,277.76,73,125.4,69.6
38.07504,1.2277116,128.9881194,277.76,71,122,67.8
38.07504,1.2624516,128.9881194,277.76,85,146,81
38.07504,1.2624516,128.9881194,277.76,83,142.6,79.1
38.07504,1.2624516,128.9881194,277.76,81,139.2,77.2
38.07504,1.2624516,128.9881194,277.76,79,135.7,75.3
38.07504,1.2624516,128.9881194,277.76,77,132.3,73.4
38.07504,1.2624516,128.9881194,277.76,75,128.9,71.5
38.07504,1.2624516,128.9881194,277.76,73,125.4,69.6
38.07504,1.2624516,128.9881194,277.76,71,122,67.7
38.07504,1.2971916,128.9881194,277.76,85,146,80.9
38.07504,1.2971916,128.9881194,277.76,83,142.6,79.1
38.07504,1.2971916,128.9881194,277.76,81,139.2,77.2
38.07504,1.2971916,128.9881194,277.76,79,135.7,75.2
38.07504,1.2971916,128.9881194,277.76,77,132.3,73.3
38.07504,1.2971916,128.9881194,277.76,75,128.9,71.5
38.07504,1.2971916,128.9881194,277.76,73,125.4,69.5
38.07504,1.2971916,128.9881194,277.76,71,122,67.6
38.07504,1.3319316,128.9881194,277.76,85,146,80.9
38.07504,1.3319316,128.9881194,277.76,83,142.6,79
38.07504,1.3319316,128.9881194,277.76,81,139.2,77.1
38.07504,1.3319316,128.9881194,277.76,79,135.7,75.2
38.07504,1.3319316,128.9881194,277.76,77,132.3,73.3
38.07504,1.3319316,128.9881194,277.76,75,128.9,71.4
38.07504,1.3319316,128.9881194,277.76,73,125.4,69.5
38.07504,1.3319316,128.9881194,277.76,71,122,67.6
38.07504,1.3666716,128.9881194,277.76,85,146,80.8
38.07504,1.3666716,128.9881194,277.76,83,142.6,78.9
38.07504,1.3666716,128.9881194,277.76,81,139.2,77
38.07504,1.3666716,128.9881194,277.76,79,135.7,75.1
38.07504,1.3666716,128.9881194,277.76,77,132.3,73.2
38.07504,1.3666716,128.9881194,277.76,75,128.9,71.3
38.07504,1.3666716,128.9881194,277.76,73,125.4,69.4
38.07504,1.3666716,128.9881194,277.76,71,122,67.5
38.07504,1.4014116,128.9881194,277.76,85,146,80.7
38.07504,1.4014116,128.9881194,277.76,83,142.6,78.8
38.07504,1.4014116,128.9881194,277.76,81,139.2,77
38.07504,1.4014116,128.9881194,277.76,79,135.7,75
38.07504,1.4014116,128.9881194,277.76,77,132.3,73.2
38.07504,1.4014116,128.9881194,277.76,75,128.9,71.3
38.07504,1.4014116,128.9881194,277.76,73,125.4,69.3
38.07504,1.4014116,128.9881194,277.76,71,122,67.5
38.07504,1.4361516,128.9881194,277.76,85,146,80.7
38.07504,1.4361516,128.9881194,277.76,83,142.6,78.8
38.07504,1.4361516,128.9881194,277.76,81,139.2,76.9
38.07504,1.4361516,128.9881194,277.76,79,135.7,75
38.07504,1.4361516,128.9881194,277.76,77,132.3,73.1
38.07504,1.4361516,128.9881194,277.76,75,128.9,71.2
38.07504,1.4361516,128.9881194,277.76,73,125.4,69.3
38.07504,1.4361516,128.9881194,277.76,71,122,67.4
38.07504,1.1929716,128.9881194,282.24,85,146,81.2
38.07504,1.1929716,128.9881194,282.24,83,142.6,79.3
38.07504,1.1929716,128.9881194,282.24,81,139.2,77.4
38.07504,1.1929716,128.9881194,282.24,79,135.7,75.4
38.07504,1.1929716,128.9881194,282.24,77,132.3,73.5
38.07504,1.1929716,128.9881194,282.24,75,128.9,71.6
38.07504,1.1929716,128.9881194,282.24,73,125.4,69.7
38.07504,1.1929716,128.9881194,282.24,71,122,67.8
38.07504,1.2277116,128.9881194,282.24,85,146,81.1
38.07504,1.2277116,128.9881194,282.24,83,142.6,79.2
38.07504,1.2277116,128.9881194,282.24,81,139.2,77.3
38.07504,1.2277116,128.9881194,282.24,79,135.7,75.4
38.07504,1.2277116,128.9881194,282.24,77,132.3,73.5
38.07504,1.2277116,128.9881194,282.24,75,128.9,71.6
38.07504,1.2277116,128.9881194,282.24,73,125.4,69.6
38.07504,1.2277116,128.9881194,282.24,71,122,67.8
38.07504,1.2624516,128.9881194,282.24,85,146,81
38.07504,1.2624516,128.9881194,282.24,83,142.6,79.1
38.07504,1.2624516,128.9881194,282.24,81,139.2,77.2
38.07504,1.2624516,128.9881194,282.24,79,135.7,75.3
38.07504,1.2624516,128.9881194,282.24,77,132.3,73.4
38.07504,1.2624516,128.9881194,282.24,75,128.9,71.5
38.07504,1.2624516,128.9881194,282.24,73,125.4,69.6
38.07504,1.2624516,128.9881194,282.24,71,122,67.7
38.07504,1.2971916,128.9881194,282.24,85,146,80.9
38.07504,1.2971916,128.9881194,282.24,83,142.6,79.1
38.07504,1.2971916,128.9881194,282.24,81,139.2,77.2
38.07504,1.2971916,128.9881194,282.24,79,135.7,75.2
38.07504,1.2971916,128.9881194,282.24,77,132.3,73.3
38.07504,1.2971916,128.9881194,282.24,75,128.9,71.5
38.07504,1.2971916,128.9881194,282.24,73,125.4,69.5
38.07504,1.2971916,128.9881194,282.24,71,122,67.6
38.07504,1.3319316,128.9881194,282.24,85,146,80.9
38.07504,1.3319316,128.9881194,282.24,83,142.6,79
38.07504,1.3319316,128.9881194,282.24,81,139.2,77.1
38.07504,1.3319316,128.9881194,282.24,79,135.7,75.2
38.07504,1.3319316,128.9881194,282.24,77,132.3,73.3
38.07504,1.3319316,128.9881194,282.24,75,128.9,71.4
38.07504,1.3319316,128.9881194,282.24,73,125.4,69.5
38.07504,1.3319316,128.9881194,282.24,71,122,67.6
38.07504,1.3666716,128.9881194,282.24,85,146,80.8
38.07504,1.3666716,128.9881194,282.24,83,142.6,78.9
38.07504,1.3666716,128.9881194,282.24,81,139.2,77
38.07504,1.3666716,128.9881194,282.24,79,135.7,75.1
38.07504,1.3666716,128.9881194,282.24,77,132.3,73.2
38.07504,1.3666716,128.9881194,282.24,75,128.9,71.3
38.07504,1.3666716,128.9881194,282.24,73,125.4,69.4
38.07504,1.3666716,128.9881194,282.24,71,122,67.5
38.07504,1.4014116,128.9881194,282.24,85,146,80.7
38.07504,1.4014116,128.9881194,282.24,83,142.6,78.8
38.07504,1.4014116,128.9881194,282.24,81,139.2,77
38.07504,1.4014116,128.9881194,282.24,79,135.7,75
38.07504,1.4014116,128.9881194,282.24,77,132.3,73.2
38.07504,1.4014116,128.9881194,282.24,75,128.9,71.3
38.07504,1.4014116,128.9881194,282.24,73,125.4,69.3
38.07504,1.4014116,128.9881194,282.24,71,122,67.5
38.07504,1.4361516,128.9881194,282.24,85,146,80.7
38.07504,1.4361516,128.9881194,282.24,83,142.6,78.8
38.07504,1.4361516,128.9881194,282.24,81,139.2,76.9
38.07504,1.4361516,128.9881194,282.24,79,135.7,75
38.07504,1.4361516,128.9881194,282.24,77,132.3,73.1
38.07504,1.4361516,128.9881194,282.24,75,128.9,71.2
38.07504,1.4361516,128.9881194,282.24,73,125.4,69.3
38.07504,1.4361516,128.9881194,282.24,71,122,67.4
38.07504,1.1929716,128.9881194,286.72,85,146,81.2
38.07504,1.1929716,128.9881194,286.72,83,142.6,79.3
38.07504,1.1929716,128.9881194,286.72,81,139.2,77.4
38.07504,1.1929716,128.9881194,286.72,79,135.7,75.4
38.07504,1.1929716,128.9881194,286.72,77,132.3,73.5
38.07504,1.1929716,128.9881194,286.72,75,128.9,71.6
38.07504,1.1929716,128.9881194,286.72,73,125.4,69.7
38.07504,1.1929716,128.9881194,286.72,71,122,67.8
38.07504,1.2277116,128.9881194,286.72,85,146,81.1
38.07504,1.2277116,128.9881194,286.72,83,142.6,79.2
38.07504,1.2277116,128.9881194,286.72,81,139.2,77.3
38.07504,1.2277116,128.9881194,286.72,79,135.7,75.4
38.07504,1.2277116,128.9881194,286.72,77,132.3,73.5
38.07504,1.2277116,128.9881194,286.72,75,128.9,71.6
38.07504,1.2277116,128.9881194,286.72,73,125.4,69.6
38.07504,1.2277116,128.9881194,286.72,71,122,67.8
38.07504,1.2624516,128.9881194,286.72,85,146,81
38.07504,1.2624516,128.9881194,286.72,83,142.6,79.1
38.07504,1.2624516,128.9881194,286.72,81,139.2,77.2
38.07504,1.2624516,128.9881194,286.72,79,135.7,75.3
38.07504,1.2624516,128.9881194,286.72,77,132.3,73.4
38.07504,1.2624516,128.9881194,286.72,75,128.9,71.5
38.07504,1.2624516,128.9881194,286.72,73,125.4,69.6
38.07504,1.2624516,128.9881194,286.72,71,122,67.7
38.07504,1.2971916,128.9881194,286.72,85,146,80.9
38.07504,1.2971916,128.9881194,286.72,83,142.6,79.1
38.07504,1.2971916,128.9881194,286.72,81,139.2,77.2
38.07504,1.2971916,128.9881194,286.72,79,135.7,75.2
38.07504,1.2971916,128.9881194,286.72,77,132.3,73.3
38.07504,1.2971916,128.9881194,286.72,75,128.9,71.5
38.07504,1.2971916,128.9881194,286.72,73,125.4,69.5
38.07504,1.2971916,128.9881194,286.72,71,122,67.6
38.07504,1.3319316,128.9881194,286.72,85,146,80.9
38.07504,1.3319316,128.9881194,286.72,83,142.6,79
38.07504,1.3319316,128.9881194,286.72,81,139.2,77.1
38.07504,1.3319316,128.9881194,286.72,79,135.7,75.2
38.07504,1.3319316,128.9881194,286.72,77,132.3,73.3
38.07504,1.3319316,128.9881194,286.72,75,128.9,71.4
38.07504,1.3319316,128.9881194,286.72,73,125.4,69.5
38.07504,1.3319316,128.9881194,286.72,71,122,67.6
38.07504,1.3666716,128.9881194,286.72,85,146,80.8
38.07504,1.3666716,128.9881194,286.72,83,142.6,78.9
38.07504,1.3666716,128.9881194,286.72,81,139.2,77
38.07504,1.3666716,128.9881194,286.72,79,135.7,75.1
38.07504,1.3666716,128.9881194,286.72,77,132.3,73.2
38.07504,1.3666716,128.9881194,286.72,75,128.9,71.3
38.07504,1.3666716,128.9881194,286.72,73,125.4,69.4
38.07504,1.3666716,128.9881194,286.72,71,122,67.5
38.07504,1.4014116,128.9881194,286.72,85,146,80.7
38.07504,1.4014116,128.9881194,286.72,83,142.6,78.8
38.07504,1.4014116,128.9881194,286.72,81,139.2,77
38.07504,1.4014116,128.9881194,286.72,79,135.7,75
38.07504,1.4014116,128.9881194,286.72,77,132.3,73.2
38.07504,1.4014116,128.9881194,286.72,75,128.9,71.3
38.07504,1.4014116,128.9881194,286.72,73,125.4,69.3
38.07504,1.4014116,128.9881194,286.72,71,122,67.5
38.07504,1.4361516,128.9881194,286.72,85,146,80.7
38.07504,1.4361516,128.9881194,286.72,83,142.6,78.8
38.07504,1.4361516,128.9881194,286.72,81,139.2,76.9
38.07504,1.4361516,128.9881194,286.72,79,135.7,75
38.07504,1.4361516,128.9881194,286.72,77,132.3,73.1
38.07504,1.4361516,128.9881194,286.72,75,128.9,71.2
38.07504,1.4361516,128.9881194,286.72,73,125.4,69.3
38.07504,1.4361516,128.9881194,286.72,71,122,67.4
38.07504,1.1929716,128.9881194,291.2,85,146,81.2
38.07504,1.1929716,128.9881194,291.2,83,142.6,79.3
38.07504,1.1929716,128.9881194,291.2,81,139.2,77.4
38.07504,1.1929716,128.9881194,291.2,79,135.7,75.4
38.07504,1.1929716,128.9881194,291.2,77,132.3,73.5
38.07504,1.1929716,128.9881194,291.2,75,128.9,71.6
38.07504,1.1929716,128.9881194,291.2,73,125.4,69.7
38.07504,1.1929716,128.9881194,291.2,71,122,67.8
38.07504,1.2277116,128.9881194,291.2,85,146,81.1
38.07504,1.2277116,128.9881194,291.2,83,142.6,79.2
38.07504,1.2277116,128.9881194,291.2,81,139.2,77.3
38.07504,1.2277116,128.9881194,291.2,79,135.7,75.4
38.07504,1.2277116,128.9881194,291.2,77,132.3,73.5
38.07504,1.2277116,128.9881194,291.2,75,128.9,71.6
38.07504,1.2277116,128.9881194,291.2,73,125.4,69.6
38.07504,1.2277116,128.9881194,291.2,71,122,67.8
38.07504,1.2624516,128.9881194,291.2,85,146,81
38.07504,1.2624516,128.9881194,291.2,83,142.6,79.1
38.07504,1.2624516,128.9881194,291.2,81,139.2,77.2
38.07504,1.2624516,128.9881194,291.2,79,135.7,75.3
38.07504,1.2624516,128.9881194,291.2,77,132.3,73.4
38.07504,1.2624516,128.9881194,291.2,75,128.9,71.5
38.07504,1.2624516,128.9881194,291.2,73,125.4,69.6
38.07504,1.2624516,128.9881194,291.2,71,122,67.7
38.07504,1.2971916,128.9881194,291.2,85,146,80.9
38.07504,1.2971916,128.9881194,291.2,83,142.6,79.1
38.07504,1.2971916,128.9881194,291.2,81,139.2,77.2
38.07504,1.2971916,128.9881194,291.2,79,135.7,75.2
38.07504,1.2971916,128.9881194,291.2,77,132.3,73.3
38.07504,1.2971916,128.9881194,291.2,75,128.9,71.5
38.07504,1.2971916,128.9881194,291.2,73,125.4,69.5
38.07504,1.2971916,128.9881194,291.2,71,122,67.6
38.07504,1.3319316,128.9881194,291.2,85,146,80.9
38.07504,1.3319316,128.9881194,291.2,83,142.6,79
38.07504,1.3319316,128.9881194,291.2,81,139.2,77.1
38.07504,1.3319316,128.9881194,291.2,79,135.7,75.2
38.07504,1.3319316,128.9881194,291.2,77,132.3,73.3
38.07504,1.3319316,128.9881194,291.2,75,128.9,71.4
38.07504,1.3319316,128.9881194,291.2,73,125.4,69.5
38.07504,1.3319316,128.9881194,291.2,71,122,67.6
38.07504,1.3666716,128.9881194,291.2,85,146,80.8
38.07504,1.3666716,128.9881194,291.2,83,142.6,78.9
38.07504,1.3666716,128.9881194,291.2,81,139.2,77
38.07504,1.3666716,128.9881194,291.2,79,135.7,75.1
38.07504,1.3666716,128.9881194,291.2,77,132.3,73.2
38.07504,1.3666716,128.9881194,291.2,75,128.9,71.3
38.07504,1.3666716,128.9881194,291.2,73,125.4,69.4
38.07504,1.3666716,128.9881194,291.2,71,122,67.5
38.07504,1.4014116,128.9881194,291.2,85,146,80.7
38.07504,1.4014116,128.9881194,291.2,83,142.6,78.8
38.07504,1.4014116,128.9881194,291.2,81,139.2,77
38.07504,1.4014116,128.9881194,291.2,79,135.7,75
38.07504,1.4014116,128.9881194,291.2,77,132.3,73.2
38.07504,1.4014116,128.9881194,291.2,75,128.9,71.3
38.07504,1.4014116,128.9881194,291.2,73,125.4,69.3
38.07504,1.4014116,128.9881194,291.2,71,122,67.5
38.07504,1.4361516,128.9881194,291.2,85,146,80.7
38.07504,1.4361516,128.9881194,291.2,83,142.6,78.8
38.07504,1.4361516,128.9881194,291.2,81,139.2,76.9
38.07504,1.4361516,128.9881194,291.2,79,135.7,75
38.07504,1.4361516,128.9881194,291.2,77,132.3,73.1
38.07504,1.4361516,128.9881194,291.2,75,128.9,71.2
38.07504,1.4361516,128.9881194,291.2,73,125.4,69.3
38.07504,1.4361516,128.9881194,291.2,71,122,67.4
38.07504,1.1929716,128.9881194,295.68,85,146,81.2
38.07504,1.1929716,128.9881194,295.68,83,142.6,79.3
38.07504,1.1929716,128.9881194,295.68,81,139.2,77.4
38.07504,1.1929716,128.9881194,295.68,79,135.7,75.4
38.07504,1.1929716,128.9881194,295.68,77,132.3,73.5
38.07504,1.1929716,128.9881194,295.68,75,128.9,71.6
38.07504,1.1929716,128.9881194,295.68,73,125.4,69.7
38.07504,1.1929716,128.9881194,295.68,71,122,67.8
38.07504,1.2277116,128.9881194,295.68,85,146,81.1
38.07504,1.2277116,128.9881194,295.68,83,142.6,79.2
38.07504,1.2277116,128.9881194,295.68,81,139.2,77.3
38.07504,1.2277116,128.9881194,295.68,79,135.7,75.4
38.07504,1.2277116,128.9881194,295.68,77,132.3,73.5
38.07504,1.2277116,128.9881194,295.68,75,128.9,71.6
38.07504,1.2277116,128.9881194,295.68,73,125.4,69.6
38.07504,1.2277116,128.9881194,295.68,71,122,67.8
38.07504,1.2624516,128.9881194,295.68,85,146,81
38.07504,1.2624516,128.9881194,295.68,83,142.6,79.1
38.07504,1.2624516,128.9881194,295.68,81,139.2,77.2
38.07504,1.2624516,128.9881194,295.68,79,135.7,75.3
38.07504,1.2624516,128.9881194,295.68,77,132.3,73.4
38.07504,1.2624516,128.9881194,295.68,75,128.9,71.5
38.07504,1.2624516,128.9881194,295.68,73,125.4,69.6
38.07504,1.2624516,128.9881194,295.68,71,122,67.7
38.07504,1.2971916,128.9881194,295.68,85,146,80.9
38.07504,1.2971916,128.9881194,295.68,83,142.6,79.1
38.07504,1.2971916,128.9881194,295.68,81,139.2,77.2
38.07504,1.2971916,128.9881194,295.68,79,135.7,75.2
38.07504,1.2971916,128.9881194,295.68,77,132.3,73.3
38.07504,1.2971916,128.9881194,295.68,75,128.9,71.5
38.07504,1.2971916,128.9881194,295.68,73,125.4,69.5
38.07504,1.2971916,128.9881194,295.68,71,122,67.6
38.07504,1.3319316,128.9881194,295.68,85,146,80.9
38.07504,1.3319316,128.9881194,295.68,83,142.6,79
38.07504,1.3319316,128.9881194,295.68,81,139.2,77.1
38.07504,1.3319316,128.9881194,295.68,79,135.7,75.2
38.07504,1.3319316,128.9881194,295.68,77,132.3,73.3
38.07504,1.3319316,128.9881194,295.68,75,128.9,71.4
38.07504,1.3319316,128.9881194,295.68,73,125.4,69.5
38.07504,1.3319316,128.9881194,295.68,71,122,67.6
38.07504,1.3666716,128.9881194,295.68,85,146,80.8
38.07504,1.3666716,128.9881194,295.68,83,142.6,78.9
38.07504,1.3666716,128.9881194,295.68,81,139.2,77
38.07504,1.3666716,128.9881194,295.68,79,135.7,75.1
38.07504,1.3666716,128.9881194,295.68,77,132.3,73.2
38.07504,1.3666716,128.9881194,295.68,75,128.9,71.3
38.07504,1.3666716,128.9881194,295.68,73,125.4,69.4
38.07504,1.3666716,128.9881194,295.68,71,122,67.5
38.07504,1.4014116,128.9881194,295.68,85,146,80.7
38.07504,1.4014116,128.9881194,295.68,83,142.6,78.8
38.07504,1.4014116,128.9881194,295.68,81,139.2,77
38.07504,1.4014116,128.9881194,295.68,79,135.7,75
38.07504,1.4014116,128.9881194,295.68,77,132.3,73.2
38.07504,1.4014116,128.9881194,295.68,75,128.9,71.3
38.07504,1.4014116,128.9881194,295.68,73,125.4,69.3
38.07504,1.4014116,128.9881194,295.68,71,122,67.5
38.07504,1.4361516,128.9881194,295.68,85,146,80.7
38.07504,1.4361516,128.9881194,295.68,83,142.6,78.8
38.07504,1.4361516,128.9881194,295.68,81,139.2,76.9
38.07504,1.4361516,128.9881194,295.68,79,135.7,75
38.07504,1.4361516,128.9881194,295.68,77,132.3,73.1
38.07504,1.4361516,128.9881194,295.68,75,128.9,71.2
38.07504,1.4361516,128.9881194,295.68,73,125.4,69.3
38.07504,1.4361516,128.9881194,295.68,71,122,67.4
38.07504,1.1929716,128.9881194,300.16,85,146,81.2
38.07504,1.1929716,128.9881194,300.16,83,142.6,79.3
38.07504,1.1929716,128.9881194,300.16,81,139.2,77.4
38.07504,1.1929716,128.9881194,300.16,79,135.7,75.4
38.07504,1.1929716,128.9881194,300.16,77,132.3,73.5
38.07504,1.1929716,128.9881194,300.16,75,128.9,71.6
38.07504,1.1929716,128.9881194,300.16,73,125.4,69.7
38.07504,1.1929716,128.9881194,300.16,71,122,67.8
38.07504,1.2277116,128.9881194,300.16,85,146,81.1
38.07504,1.2277116,128.9881194,300.16,83,142.6,79.2
38.07504,1.2277116,128.9881194,300.16,81,139.2,77.3
